auctionPicUrl,userInfo,displayRatePic,dsr,displayRateSum,appendComment,fromMemory,picsSmall,tmallSweetPic,rateDate,rateContent,fromMall,userIdEncryption,sellerId,videoList,displayUserLink,id,aliMallSeller,reply,pics,buyCount,userVipLevel,auctionSku,anony,displayUserNumId,goldUser,attributesMap,headExtraPic,aucNumId,displayUserNick,structuredRateList,carServiceLocation,userVipPic,serviceRateContent,memberIcon,attributes,position,cmsSource,tamllSweetLevel,useful,displayUserRateLink,tradeEndTime.date,tradeEndTime.hours,tradeEndTime.seconds,tradeEndTime.month,tradeEndTime.timezoneOffset,tradeEndTime.year,tradeEndTime.minutes,tradeEndTime.time,tradeEndTime.day,gmtCreateTime.date,gmtCreateTime.hours,gmtCreateTime.seconds,gmtCreateTime.month,gmtCreateTime.timezoneOffset,gmtCreateTime.year,gmtCreateTime.minutes,gmtCreateTime.time,gmtCreateTime.day,appendComment.videoList,appendComment.commentId,appendComment.days,appendComment.reply,appendComment.commentTime,appendComment.pics,appendComment.content
,,,0,0,,0,[],tmall-grade-t4-18.png,2021-12-19 00:57:08,不如之前几次买的这次的黏糊糊的,True,,4070486739,[],,1160007081380,False,,[],0,0,食品口味:【2斤】精选杏干：250g*4包,False,0,True,,,0,苏***罹,[],,,,,,,天猫,4,True,,16,14,59,11,-480,121,38,1639636739000,4,19,0,8,11,-480,121,57,1639846628000,0,,,,,,,
,,,0,0,,0,[],tmall-grade-t3-18.png,2021-12-18 23:04:38,很好吃，很新鲜，不是那种特别干的，而且都好大颗，会回购哒~,True,,4070486739,[],,1160890567137,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,True,0,True,,,0,c***1,[],,,,,,,天猫,3,True,,16,12,20,11,-480,121,20,1639628420000,4,18,23,38,11,-480,121,4,1639839878000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t4-18.png,2021-12-18 22:54:32,很好吃，不错。,True,,4070486739,[],,1160001009822,False,,[],0,0,食品口味:【1斤】精选杏干：250g*2包,True,0,True,,,0,m***g,[],,,,,,,天猫,4,True,,18,22,27,11,-480,121,43,1639838607000,6,18,22,32,11,-480,121,54,1639839272000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t4-18.png,2021-12-18 22:46:25,好吃,True,,4070486739,[],,1160889167326,False,,[],0,0,食品口味:【2斤】精选杏干：250g*4包,False,0,True,,,0,a***6,[],,,,,,,天猫,4,True,,18,22,15,11,-480,121,46,1639838775000,6,18,22,25,11,-480,121,46,1639838785000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t4-18.png,2021-12-18 22:06:05,好,True,,4070486739,[],,1160885719803,False,,[],0,0,食品口味:【2斤】精选杏干：250g*4包,False,0,True,,,0,z***i,[],,,,,,,天猫,4,True,,18,22,51,11,-480,121,5,1639836351000,6,18,22,5,11,-480,121,6,1639836365000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t2-18.png,2021-12-18 22:05:33,包装品质：挺好的 口感味道：不酸，是甜的又不是很甜，喜欢,True,,4070486739,[],,1160472238774,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,True,0,True,,,0,恋***竹,[],,,,,,,天猫,2,True,,18,22,31,11,-480,121,4,1639836271000,6,18,22,33,11,-480,121,5,1639836333000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t3-18.png,2021-12-18 21:35:23,好评,True,,4070486739,[],,1159554628088,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,True,,,0,h***4,[],,,,,,,天猫,3,True,,18,21,30,11,-480,121,34,1639834470000,6,18,21,23,11,-480,121,35,1639834523000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t2-18.png,2021-12-18 19:29:42,好吃,True,,4070486739,[],,1159982061942,False,,[],0,0,食品口味:【1斤】精选杏干：250g*2包,False,0,False,,,0,l***e,[],,,,,,,天猫,2,True,,18,19,19,11,-480,121,29,1639826959000,6,18,19,42,11,-480,121,29,1639826982000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t2-18.png,2021-12-18 19:01:27,一般吧，挺干的。,True,,4070486739,[],,1160454126870,False,,[],0,0,食品口味:【1斤】精选杏干：250g*2包,False,0,False,,,0,s***7,[],,,,,,,天猫,2,True,,18,19,40,11,-480,121,0,1639825240000,6,18,19,27,11,-480,121,1,1639825287000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t1-18.png,2021-12-18 18:09:44,不好吃，又甜又糯，不够酸，不够硬,True,,4070486739,[],,1159973577062,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,True,0,False,,,0,吴***9,[],,,,,,,天猫,1,True,,18,18,18,11,-480,121,9,1639822158000,6,18,18,44,11,-480,121,9,1639822184000,6,,,,,,,
,,,0,0,,0,[],,2021-12-18 17:56:24,酸酸甜甜，一点都不腻！,True,,4070486739,[],,1160860611418,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,False,,,0,朔***夜,[],,,,,,,天猫,0,True,,16,13,49,11,-480,121,32,1639632769000,4,18,17,24,11,-480,121,56,1639821384000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t2-18.png,2021-12-18 17:56:11,这个也太好吃了，我同事都管我要链接，但是哈尔滨不给发货 太难了,True,,4070486739,[],,1160860591427,False,,[],0,0,食品口味:【2斤】精选杏干：250g*4包,False,0,False,,,0,s***然,[],,,,,,,天猫,2,True,,18,17,32,11,-480,121,55,1639821332000,6,18,17,11,11,-480,121,56,1639821371000,6,,,,,,,
,,,0,0,,0,[],,2021-12-18 17:28:08,就是添加物有点多哦,True,,4070486739,[],,1159968013560,False,,[],0,0,食品口味:【1斤】精选杏干：250g*2包,False,0,False,,,0,t***8,[],,,,,,,天猫,0,True,,18,17,46,11,-480,121,26,1639819606000,6,18,17,8,11,-480,121,28,1639819688000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t3-18.png,2021-12-18 17:16:38,感觉好吃，但是感觉比较甜,True,,4070486739,[],,1160442170522,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,False,,,0,p***尘,[],,,,,,,天猫,3,True,,18,17,38,11,-480,121,15,1639818938000,6,18,17,38,11,-480,121,16,1639818998000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t3-18.png,2021-12-18 17:10:38,口感味道：好吃，我下单的都很好吃，还会回购的。不喜欢韵达和邮政物流，其它都收货方便,True,,4070486739,[],,1160854503875,False,,[],0,0,食品口味:【1斤】精选杏干：250g*2包,False,0,True,,,0,杨***8,[],,,,,,,天猫,3,True,,18,17,25,11,-480,121,8,1639818505000,6,18,17,38,11,-480,121,10,1639818638000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t3-18.png,2021-12-18 17:00:42,质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，我要给好评！！,True,,4070486739,[],,1160853103803,False,,[],0,0,食品口味:【1斤】精选杏干：250g*2包,False,0,True,,,0,d***5,[],,,,,,,天猫,3,True,,9,19,4,11,-480,121,39,1639049944000,4,18,17,42,11,-480,121,0,1639818042000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t3-18.png,2021-12-18 16:26:00,味道尚可，品质不错,True,,4070486739,[],,1159519096602,False,,[],0,0,食品口味:【1斤】精选杏干：250g*2包,False,0,True,,,0,l***1,[],,,,,,,天猫,3,True,,17,20,54,11,-480,121,49,1639745394000,5,18,16,0,11,-480,121,26,1639815960000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t1-18.png,2021-12-18 16:12:15,好吃,True,,4070486739,[],,1160432330996,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,True,,,0,c***8,[],,,,,,,天猫,1,True,,13,17,36,11,-480,121,33,1639388016000,1,18,16,15,11,-480,121,12,1639815135000,6,,,,,,,
,,,0,0,,0,[],,2021-12-18 16:10:15,我特别爱吃杏干，每次吃都能吃一大堆，我闺蜜总是调侃我说我上辈子就是个杏干！！  这家的杏干酸甜特别对胃，不像另外其他店的一些杏干特别甜都不怎么酸，而且这个杏干颜值也高，用来开胃也挺好的！,True,,4070486739,"[{'coverUrl': '//img.alicdn.com/imgextra/i3/O1CN01Kdthul2AcdyJwZQKZ_!!0-tbbala.jpg', 'cloudVideoUrl': '//cloud.video.taobao.com/play/u/69647571424468526c4e54592b2f45685a674c574c673d3d/p/1/d/hd/e/6/t/1/340997524800.mp4', 'feedId': 0, 'videoVoice': True, 'videoId': 340997524800, 'flashUrl': '', 'status': 1}]",,1160845903183,False,,"['//img.alicdn.com/bao/uploaded/i2/O1CN01YV1CyV2AcdyV3IE3O_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/O1CN01IzKcoD2AcdyOzKnwD_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/O1CN01icOzw42AcdyV3KhuJ_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/O1CN01SfUAZN2AcdyV3J679_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/O1CN01lHuRqx2AcdyF8LfyV_!!0-rate.jpg']",0,0,食品口味:【1斤】精选杏干：250g*2包,True,0,False,,,0,小***弥,[],,,,,,,天猫,0,True,,18,16,54,11,-480,121,8,1639814934000,6,18,16,15,11,-480,121,10,1639815015000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t2-18.png,2021-12-18 15:41:22,很好吃呀，吃完了还会再来的。,True,,4070486739,[],,1160428150246,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,True,,,0,z***h,[],,,,,,,天猫,2,True,,18,15,3,11,-480,121,38,1639813083000,6,18,15,22,11,-480,121,41,1639813282000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t4-18.png,2021-12-18 15:12:42,有点甜,True,,4070486739,[],,1160837151825,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,True,,,0,夏***王,[],,,,,,,天猫,4,True,,18,15,55,11,-480,121,9,1639811395000,6,18,15,42,11,-480,121,12,1639811562000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t3-18.png,2021-12-18 15:02:31,很好吃 酸酸的 买了草莓芒果黄桃杏仁干，就数杏仁干最好吃，其他都太甜了,True,,4070486739,[],,1160835859501,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,True,,,0,奈***u,[],,,,,,,天猫,3,True,,16,9,54,11,-480,121,6,1639616814000,4,18,15,31,11,-480,121,2,1639810951000,6,,,,,,,
,,,0,0,,0,[],tmall-grade-t2-18.png,2021-12-18 14:58:01,味道很可,True,,4070486739,[],,1160422278060,False,,[],0,0,食品口味:【半斤】精选杏干：250g*1包,False,0,False,,,0,拥***z,[],,,,,,,天猫,2,True,,12,22,49,11,-480,121,13,1639318429000,0,18,14,1,11,-480,121,58,1639810681000,6,,,,,,,
